DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P6020	P5785	P5465	P5501	P6070	P6160	P6170	P260	P261	FEX_P
3066051	235	1	4	1	19	6	3	6	1	2	5	2	1979.27258162231
3066051	235	1	5	2	61	6	5	4	1	2	6	3	1979.27258162231
3066052	235	1	1	2	65	6	1	5	1	2	3	5	2290.88218270263
3066052	235	1	2	2	43	6	3	6	1	2	5	2	2290.88218270263
3066052	235	1	3	1	40	6	3	6	1	1	6	2	2290.88218270263
3066052	235	1	4	2	38	6	3	6	1	2	5	2	2290.88218270263
3066052	235	1	5	2	7								2290.88218270263
3066053	235	1	1	2	27	6	1	6	1	1	6	2	2294.04366892337
3066054	235	1	1	1	74	6	1	3	1	2	5	2	2106.40992137938
3066054	235	1	2	2	69	6	2	3	1	2	4	4	2106.40992137938
3066055	235	1	1	1	56	6	1	3	1	2	7	5	2339.02702386002
3066055	235	1	2	2	48	6	2	3	1	1	7	5	2339.02702386002
3066056	235	1	1	2	43	6	1	6	1	2	4	4	1731.64305334538
3066056	235	1	2	2	45	6	5	6	1	2	4	4	1731.64305334538
3066056	235	1	3	1	43	6	5	6	2	2	2	0	1731.64305334538
3066057	235	1	1	1	49	6	1	2	1	2	6	5	2409.19540152242
3066057	235	1	2	2	31	6	2	2	1	2	3	5	2409.19540152242
3066057	235	1	3	1	14	6	3	6	1	2	4	2	2409.19540152242
3066057	235	1	4	2	11								2409.19540152242
3066057	235	1	5	2	8								2409.19540152242
3066057	235	1	6	2	32	6	5	6	1	2	3	5	2409.19540152242
3066058	235	1	1	1	24	6	1	6	1	2	5	2	1723.16932534404
3066058	235	1	2	1	33	6	5	6	1	2	5	2	1723.16932534404
3066058	235	1	3	2	28	6	5	6	1	2	5	2	1723.16932534404
3066058	235	1	4	1	21	6	5	6	1	2	5	2	1723.16932534404
3066058	235	1	5	2	15	6	5	6	1	1	4	4	1723.16932534404
3066059	235	1	1	2	73	6	1	5	1	2	5	2	1778.29493729755
3066059	235	1	2	1	50	6	3	4	1	2	6	3	1778.29493729755
3066060	235	1	1	1	45	6	1	3	1	2	4	2	1804.6709396483
3066060	235	1	2	2	43	6	2	3	1	2	4	2	1804.6709396483
3066060	235	1	3	2	15	5	3	6	1	1	4	4	1804.6709396483
3066061	235	1	1	1	40	6	1	2	1	1	6	2	1804.6709396483
3066061	235	1	2	2	36	6	2	2	1	2	5	2	1804.6709396483
3066061	235	1	3	2	14	6	3	6	1	1	4	3	1804.6709396483
3066062	235	1	1	1	44	6	1	3	1	2	5	2	2872.80020462866
3066062	235	1	2	2	35	6	2	3	1	2	6	3	2872.80020462866
3066062	235	1	3	2	9								2872.80020462866
3066062	235	1	4	2	1								2872.80020462866
3066063	235	1	1	1	45	6	1	2	1	2	6	2	1804.6709396483
3066063	235	1	2	2	47	6	2	2	1	2	6	5	1804.6709396483
3066063	235	1	3	2	24	6	3	6	1	2	6	5	1804.6709396483
3066064	235	1	1	2	64	6	1	5	1	2	5	2	1070.52966720666
3066064	235	1	2	2	69	6	5	6	1	2	5	2	1070.52966720666
3066064	235	1	3	2	20	6	5	6	1	1	5	2	1070.52966720666
3066066	235	1	1	1	51	1	1	3	1	2	4	3	1339.53844851693
3066066	235	1	2	2	46	6	2	3	1	2	5	2	1339.53844851693
3066066	235	1	3	2	26	6	3	6	1	1	6	2	1339.53844851693
3066066	235	1	4	2	22	6	3	6	1	1	6	2	1339.53844851693
3066066	235	1	5	2	15	6	3	6	1	1	5	1	1339.53844851693
3066066	235	1	6	1	77	6	9	4	1	2	1		1339.53844851693
3066069	235	1	1	2	18	6	1	6	1	1	6	1	1800.97912613955
3066070	235	1	1	1	52	6	1	6	1	2	4	2	1987.92505751561
3066070	235	1	2	1	54	6	5	6	1	2	4	4	1987.92505751561
3066070	235	1	3	2	72	6	5	5	2	2	1		1987.92505751561
3066071	235	1	1	1	36	6	1	1	1	2	5	2	1818.6600826195
3066071	235	1	2	2	34	6	2	1	1	2	4	2	1818.6600826195
3066071	235	1	3	2	17	6	3	6	1	1	5	1	1818.6600826195
3066071	235	1	4	1	12	6	3	6	1	1	4	1	1818.6600826195
3066071	235	1	5	1	10								1818.6600826195
3066072	235	1	1	1	51	6	1	3	1	2	6	2	1951.57050302589
3066072	235	1	2	2	46	6	2	3	1	2	5	2	1951.57050302589
3066072	235	1	3	1	22	6	3	6	1	2	5	2	1951.57050302589
3066072	235	1	4	1	7								1951.57050302589
3066073	235	1	1	2	66	6	1	5	1	2	4	2	2001.91420048681
3066073	235	1	2	1	35	6	3	6	1	2	6	2	2001.91420048681
3066073	235	1	3	1	30	6	3	6	1	2	4	1	2001.91420048681
3066073	235	1	4	1	12	6	4	6	1	1	4	1	2001.91420048681
3066073	235	1	5	1	11								2001.91420048681
3066074	235	1	1	2	36	6	1	6	1	1	7	1	1727.95123983663
3066075	235	1	2	1	30	6	2	2	1	2	6	5	2712.30136464664
3066075	235	1	3	2	8								2712.30136464664
3066075	235	1	1	1	28	6	1	2	1	2	5	2	2712.30136464664
3066078	235	1	1	2	71	6	1	6	1	2	5	2	966.944773272968
3066078	235	1	2	2	87	6	5	6	2	2	1		966.944773272968
3066078	235	1	3	2	74	6	5	6	1	2	4	4	966.944773272968
3066079	235	1	1	1	65	6	1	3	1	2	3	5	1861.64129349993
3066079	235	1	2	2	64	6	2	3	1	2	4	3	1861.64129349993
3066079	235	1	3	1	41	6	3	6	1	2	5	2	1861.64129349993
3066079	235	1	4	1	39	6	3	6	1	2	5	2	1861.64129349993
3066080	235	1	1	1	35	6	1	3	1	2	6	5	1937.58136005469
3066080	235	1	2	2	37	6	2	3	1	2	6	5	1937.58136005469
3066081	235	1	1	1	42	6	1	2	1	2	5	2	1859.41088977163
3066081	235	1	2	2	40	6	2	2	1	2	6	3	1859.41088977163
3066081	235	1	3	2	12	6	3	6	1	1	4	2	1859.41088977163
3066081	235	1	4	1	7								1859.41088977163
3066082	235	1	1	2	49	6	1	4	1	2	7	9	1422.21351391069
3066082	235	1	2	2	22	6	3	6	1	2	6	5	1422.21351391069
3066082	235	1	3	2	18	6	3	6	1	1	6	0	1422.21351391069
3066083	235	1	1	2	55	6	1	3	1	2	6	5	1578.39980423058
3066083	235	1	2	1	51	6	2	3	1	2	6	2	1578.39980423058
3066083	235	1	3	1	32	6	3	6	1	2	6	2	1578.39980423058
3066083	235	1	4	2	86	6	5	5	1	2	3	3	1578.39980423058
3066084	235	1	1	1	53	6	1	3	1	2	4	2	3769.36885576137
3066084	235	1	2	2	52	6	2	3	1	2	3	5	3769.36885576137
3066085	235	1	1	1	55	6	1	3	1	2	4	1	3036.60573879229
3066085	235	1	2	2	52	6	2	3	1	2	4	2	3036.60573879229
3066085	235	1	3	1	23	6	3	6	1	1	6	1	3036.60573879229
3066086	235	1	1	2	67	6	1	5	1	2	3	1	3300.94004732488
3066086	235	1	2	1	50	6	3	4	1	2	3	1	3300.94004732488
3066086	235	1	3	1	20	6	4	6	1	2	6	1	3300.94004732488
3066086	235	1	4	1	16	6	4	6	1	2	3	5	3300.94004732488
3066087	235	1	1	1	60	6	1	3	1	2	3	5	2806.00666978216
3066087	235	1	2	2	61	6	2	3	1	2	3	5	2806.00666978216
3066088	235	1	1	1	41	6	1	1	2	2	1		3769.36885576137
3066088	235	1	2	2	36	6	2	1	1	2	3	5	3769.36885576137
3066089	235	1	1	2	70	6	1	4	1	2	3	3	2341.17115262469
3066089	235	1	2	2	63	6	5	5	1	2	3	5	2341.17115262469
3066090	235	1	1	2	45	6	1	4	1	2	6	2	2405.37449220155
3066090	235	1	2	1	82	6	5	4	1	2	3	2	2405.37449220155
3066090	235	1	3	2	67	6	5	4	1	2	3	5	2405.37449220155
3066091	235	1	1	2	70	1	1	4	1	2	3	1	1525.83948951211
3066092	235	1	1	1	55	6	1	3	1	2	4	3	1357.62507051024
3066092	235	1	2	2	51	6	2	3	1	2	4	1	1357.62507051024
3066092	235	1	3	2	28	6	3	6	1	2	6	5	1357.62507051024
3066093	235	1	2	2	53	6	2	2	1	2	1		1277.31246005445
3066093	235	1	3	1	25	6	3	6	1	1	6	5	1277.31246005445
3066093	235	1	4	2	22	6	3	6	1	1	6	3	1277.31246005445
3066093	235	1	5	2	88	6	5	5	2	2	1		1277.31246005445
3066093	235	1	1	1	59	6	1	2	1	2	4	4	1277.31246005445
3066094	235	1	1	2	68	6	1	6	1	2	4	4	1420.20159248933
3066094	235	1	2	1	56	6	5	4	1	2	5	2	1420.20159248933
3066094	235	1	3	1	16	6	5	6	1	1	4	3	1420.20159248933
3066094	235	2	1	1	28	6	1	2	1	1	6	4	1420.20159248933
3066094	235	2	2	2	29	1	2	2	1	2	5	2	1420.20159248933
3066094	235	2	3	1	8								1420.20159248933
3066095	235	1	1	1	59	6	1	4	1	2	6	2	1718.61895818645
3066095	235	1	2	1	23	6	3	6	1	1	6	4	1718.61895818645
3066096	235	1	1	1	50	6	1	2	1	2	6	1	2932.89063966143
3066096	235	1	2	2	27	6	2	2	1	1	6	1	2932.89063966143
3066096	235	1	3	1	19	6	3	6	1	1	6	1	2932.89063966143
3066096	235	1	4	1	0								2932.89063966143
3066097	235	1	1	1	66	6	1	3	1	2	5	1	1403.00333489108
3066097	235	1	2	2	57	6	2	3	1	2	5	2	1403.00333489108
3066098	235	1	1	1	30	6	1	1	1	1	6	5	1955.71861666555
3066098	235	1	2	2	23	6	2	1	1	1	6	5	1955.71861666555
3066099	235	1	1	1	48	6	1	6	1	2	5	2	2085.00051667099
3066100	235	1	1	1	45	6	1	3	1	2	6	6	1755.40252787525
3066100	235	1	2	2	41	6	2	3	1	2	5	1	1755.40252787525
3066100	235	1	3	2	13	6	3	6	1	1	4	2	1755.40252787525
3066101	235	1	1	1	35	6	1	2	1	2	6	1	2498.27029500668
3066101	235	1	2	2	37	6	2	2	1	2	6	4	2498.27029500668
3066101	235	1	3	1	11								2498.27029500668
3066101	235	1	4	2	3								2498.27029500668
3066102	235	1	1	2	73	6	1	4	1	2	6	4	1525.83948951211
3066103	235	1	1	1	30	6	1	2	1	2	6	2	3043.56311835068
3066103	235	1	2	2	22	6	2	2	1	2	6	1	3043.56311835068
3066103	235	1	3	1	2								3043.56311835068
3066104	235	1	1	2	91	5	1	5	1	2	3	3	1777.03636296316
3066104	235	1	2	2	57	5	3	4	1	2	6	4	1777.03636296316
3066104	235	1	3	2	23	5	4	6	1	1	6	3	1777.03636296316
3066105	235	1	1	1	55	5	1	3	1	2	5	2	1666.2244931951
3066105	235	1	2	2	41	6	2	3	1	2	6	3	1666.2244931951
3066105	235	1	3	2	5								1666.2244931951
3066106	235	1	1	1	43	5	1	3	1	2	6	1	2409.94784995141
3066106	235	1	2	2	47	5	2	3	1	2	6	5	2409.94784995141
3066107	235	1	1	1	55	6	1	2	1	2	3	4	2136.982033688
3066107	235	1	2	2	52	6	2	2	1	2	3	2	2136.982033688
3066107	235	1	3	1	29	6	3	6	1	2	3	3	2136.982033688
3066107	235	1	4	1	3								2136.982033688
3066108	235	1	1	1	59	6	1	2	1	2	3	5	1256.33349552806
3066108	235	1	2	2	51	6	2	2	1	2	3	5	1256.33349552806
3066108	235	1	3	2	21	6	3	6	1	2	6	2	1256.33349552806
3066109	235	1	1	1	57	6	1	3	1	2	5	2	2303.16841258232
3066109	235	1	2	2	46	6	2	3	1	2	6	2	2303.16841258232
3066109	235	1	3	2	20	6	3	6	1	1	6	4	2303.16841258232
3066109	235	1	4	1	16	6	3	6	1	1	5	1	2303.16841258232
3066109	235	1	5	1	21	6	5	6	1	2	5	2	2303.16841258232
3066110	235	1	1	1	30	5	1	1	1	2	5	2	2137.91107387214
3066110	235	1	2	2	25	6	2	1	1	1	6	0	2137.91107387214
3066110	235	1	3	2	58	6	5	6	1	2	5	2	2137.91107387214
3066111	235	1	1	2	23	6	1	5	1	2	6	1	2742.72085183186
3066111	235	1	2	1	3								2742.72085183186
3066112	235	1	1	1	41	5	1	2	1	2	4	4	2919.61580411395
3066112	235	1	2	2	38	6	2	2	1	2	5	2	2919.61580411395
3066112	235	1	3	2	10								2919.61580411395
3066112	235	1	4	2	5								2919.61580411395
3066113	235	1	1	1	47	6	1	2	1	2	4	4	3293.08996956388
3066113	235	1	2	2	49	6	2	2	1	2	4	2	3293.08996956388
3066113	235	1	3	2	23	6	3	6	1	2	5	2	3293.08996956388
3066113	235	1	4	1	4								3293.08996956388
3066113	235	1	5	2	2								3293.08996956388
3066115	235	1	1	1	35	5	1	2	1	2	5	3	2509.7248064469
3066115	235	1	2	2	32	6	2	2	1	2	5	2	2509.7248064469
3066115	235	1	3	2	14	6	3	6	1	1	4	3	2509.7248064469
3066115	235	1	4	2	6								2509.7248064469
3066116	235	1	1	2	68	5	1	5	1	2	3	5	2204.1301596282
3066117	235	1	1	2	46	6	1	5	1	2	4	2	2676.5017660758
3066117	235	2	1	1	30	6	1	2	1	2	6	1	2676.5017660758
3066117	235	2	2	2	24	6	2	2	1	2	5	2	2676.5017660758
3066117	235	2	3	1	4								2676.5017660758
3066118	235	1	1	1	32	6	1	3	1	1	6	4	2676.5017660758
3066118	235	1	2	2	35	6	2	3	1	2	5	2	2676.5017660758
3066118	235	1	3	2	12	6	3	6	1	1	4	1	2676.5017660758
3066118	235	1	4	1	1								2676.5017660758
3066119	235	1	1	1	29	6	1	4	1	2	5	2	2780.14751657146
3066120	235	1	1	1	57	1	1	3	1	2	4	3	1807.66103025636
3066120	235	1	2	2	52	6	2	3	1	2	3	5	1807.66103025636
3066120	235	1	3	2	29	6	3	3	1	2	6	1	1807.66103025636
3066120	235	1	4	1	6								1807.66103025636
3066120	235	1	5	2	2								1807.66103025636
3066120	235	1	6	2	73	6	5	5	1	2	3	5	1807.66103025636
3066121	235	1	1	2	89	6	1	4	1	2	3	3	2204.1301596282
3066122	235	1	1	1	47	5	1	3	1	2	5	2	2237.68803036764
3066122	235	1	2	2	37	6	2	3	1	1	6	3	2237.68803036764
3066122	235	1	3	2	14	5	3	6	1	1	4	2	2237.68803036764
3066122	235	1	4	2	8								2237.68803036764
3066122	235	1	5	2	70	6	5	4	1	2	5	2	2237.68803036764
3066124	235	1	1	1	65	1	1	2	1	2	4	1	1539.65798276065
3066124	235	1	2	2	59	6	2	2	1	2	3	1	1539.65798276065
3066124	235	1	3	2	36	6	3	2	1	2	5	2	1539.65798276065
3066124	235	1	4	1	35	6	5	2	1	2	5	2	1539.65798276065
3066124	235	1	5	1	17	6	4	6	1	2	5	2	1539.65798276065
3066124	235	1	6	2	12	6	4	6	1	1	4	1	1539.65798276065
3066124	235	1	7	2	82	6	5	5	2	2	1		1539.65798276065
3066125	235	1	1	1	83	1	1	3	1	2	3	5	1877.91384459598
3066125	235	1	2	2	77	1	2	3	1	2	4	2	1877.91384459598
3066125	235	2	1	1	23	6	1	3	1	2	5	2	1877.91384459598
3066125	235	2	2	2	19	6	2	3	1	2	6	2	1877.91384459598
3066126	235	1	1	1	69	3	1	2	1	2	3	3	2208.84608466486
3066126	235	1	2	2	71	3	2	2	2	2	1		2208.84608466486
3066126	235	1	3	1	29	5	3	6	1	2	5	2	2208.84608466486
3066126	235	1	4	1	26	6	3	1	1	2	5	2	2208.84608466486
3066126	235	1	5	2	21	6	5	1	1	2	5	2	2208.84608466486
3066126	235	1	6	2	4								2208.84608466486
3066126	235	2	1	2	42	6	1	6	1	2	4	4	2208.84608466486
3066127	235	1	1	2	27	5	1	6	1	2	5	2	2722.55547257549
3066127	235	1	2	2	2								2722.55547257549
3066128	235	1	1	1	79	6	1	5	1	2	1		1781.59018273389
3066129	235	1	1	1	45	6	1	2	1	2	6	3	2254.89082936563
3066129	235	1	2	2	44	6	2	2	1	1	6	5	2254.89082936563
3066129	235	1	3	2	19	6	3	6	1	1	5	2	2254.89082936563
3066130	235	1	1	1	56	6	1	3	1	2	5	2	1715.37109697783
3066130	235	1	2	2	53	6	2	3	1	2	3	5	1715.37109697783
3066130	235	1	3	1	29	6	3	6	1	2	6	2	1715.37109697783
3066131	235	1	1	1	74	6	1	5	1	2	3	5	1781.59018273389
3066132	235	1	1	1	64	1	1	5	1	2	3	5	1833.3092694676
3066132	235	1	2	2	32	1	3	4	1	1	5	2	1833.3092694676
3066132	235	1	3	1	8								1833.3092694676
3066133	235	1	1	1	30	5	1	2	1	2	3	5	3468.62018604963
3066133	235	1	2	2	23	5	2	2	1	2	1		3468.62018604963
3066133	235	1	3	1	7								3468.62018604963
3066133	235	1	4	1	3								3468.62018604963
3066134	235	1	1	2	38	5	1	4	1	2	4	1	3739.77615044649
3066134	235	1	2	1	15	5	3	6	1	1	3	5	3739.77615044649
3066134	235	1	3	1	10								3739.77615044649
3066134	235	1	4	1	6								3739.77615044649
3066134	235	1	5	2	17	5	3	4	1	2	4	3	3739.77615044649
3066134	235	1	6	1	0								3739.77615044649
3066135	235	1	4	2	13	5	3	6	1	1	3	4	3082.28886875676
3066135	235	1	5	1	12	5	3	6	1	1	3	1	3082.28886875676
3066135	235	1	1	1	50	5	1	2	1	2	3	4	3082.28886875676
3066135	235	1	2	2	45	6	2	2	1	2	4	1	3082.28886875676
3066135	235	1	3	1	25	6	3	6	1	2	6	3	3082.28886875676
3066137	235	1	1	2	30	5	1	4	1	1	4	1	3647.77980463911
3066137	235	1	2	1	11								3647.77980463911
3066137	235	1	3	2	10								3647.77980463911
3066137	235	1	4	2	7								3647.77980463911
3066137	235	2	1	2	44	5	1	2	1	2	3	2	3647.77980463911
3066137	235	2	2	1	44	5	2	2	1	2	4	3	3647.77980463911
3066137	235	2	3	2	7								3647.77980463911
3066137	235	2	4	1	2								3647.77980463911
3066138	235	1	1	2	67	6	1	5	1	2	3	5	2357.34795153528
3066138	235	1	2	2	44	5	5	4	1	2	3	5	2357.34795153528
3066138	235	1	3	1	21	6	4	6	1	2	5	2	2357.34795153528
3066139	235	1	1	2	46	5	1	4	1	2	3	5	2607.1897830367
3066139	235	1	2	2	27	5	3	6	1	2	5	2	2607.1897830367
3066139	235	1	3	2	6								2607.1897830367
3066139	235	1	4	2	2								2607.1897830367
3066140	235	1	1	1	26	5	1	2	1	2	4	2	2254.89082936563
3066140	235	1	2	2	42	1	2	2	1	2	4	4	2254.89082936563
3066140	235	1	3	2	17	1	3	6	1	1	4	4	2254.89082936563
3066141	235	1	1	1	47	5	1	2	1	2	3	5	2137.91107387214
3066141	235	1	2	2	43	5	2	2	1	2	4	2	2137.91107387214
3066141	235	1	3	2	64	5	5	5	1	2	4	1	2137.91107387214
3066142	235	1	1	1	27	5	1	2	1	2	4	2	1045.4383356901
3066142	235	1	2	2	26	5	2	2	1	2	4	2	1045.4383356901
3066142	235	1	3	2	11								1045.4383356901
3066142	235	1	4	1	3								1045.4383356901
3066143	235	1	1	1	68	5	1	2	1	2	5	2	664.733399045169
3066143	235	1	2	2	59	5	2	2	1	2	4	3	664.733399045169
3066143	235	1	3	1	31	5	3	6	2	2	1		664.733399045169
3066143	235	1	4	1	38	5	5	6	1	2	6	2	664.733399045169
3066143	235	1	5	2	24	5	5	6	1	2	6	3	664.733399045169
3066144	235	1	1	2	24	5	1	6	1	2	6	5	786.217915984196
3066145	235	1	1	2	31	5	1	3	1	2	6	2	890.055097240024
3066145	235	1	2	2	10								890.055097240024
3066145	235	1	3	1	5								890.055097240024
3066145	235	1	4	2	18	5	5	6	1	2	5	2	890.055097240024
3066146	235	1	7	2	4								1260.57722860384
3066146	235	1	8	1	2								1260.57722860384
3066146	235	1	1	1	42	5	1	3	1	2	4	1	1260.57722860384
3066146	235	1	2	2	21	5	3	6	1	1	6	5	1260.57722860384
3066146	235	1	3	1	19	5	3	6	1	1	6	2	1260.57722860384
3066146	235	1	4	2	17	5	3	6	1	1	4	4	1260.57722860384
3066146	235	1	5	2	14	5	3	6	1	1	4	2	1260.57722860384
3066146	235	1	6	2	23	5	3	4	1	1	6	3	1260.57722860384
3066147	235	1	1	2	55	5	1	2	1	2	1		1463.10481004671
3066147	235	1	2	1	25	5	3	6	1	1	6	0	1463.10481004671
3066147	235	1	3	1	14	5	4	6	1	1	4	1	1463.10481004671
3066147	235	1	4	1	12	5	4	6	1	1	3	4	1463.10481004671
3066147	235	1	5	2	11								1463.10481004671
3066147	235	1	6	2	7								1463.10481004671
3066147	235	1	7	2	5								1463.10481004671
3066148	235	1	1	2	24	6	1	4	1	2	5	2	929.132338440171
3066148	235	1	2	1	6								929.132338440171
3066149	235	1	1	1	54	5	1	3	1	2	6	2	919.275360940448
3066149	235	1	2	2	51	5	3	3	1	2	6	2	919.275360940448
3066149	235	1	3	1	25	5	3	6	1	2	6	2	919.275360940448
3066150	235	1	1	2	44	5	1	4	1	2	3	3	1015.41117952249
3066150	235	1	2	1	22	5	3	6	2	2	1		1015.41117952249
3066150	235	1	3	2	17	5	3	6	1	1	4	0	1015.41117952249
3066150	235	1	4	1	14	5	3	6	1	1	4	0	1015.41117952249
3066151	235	1	1	2	25	5	1	4	1	2	3	5	885.980995902394
3066151	235	1	2	2	9								885.980995902394
3066151	235	1	3	2	6								885.980995902394
3066152	235	1	1	1	41	5	1	2	1	2	5	2	941.082426919083
3066152	235	1	2	2	35	5	2	2	1	2	5	2	941.082426919083
3066152	235	1	3	2	16	5	3	6	1	1	4	2	941.082426919083
3066152	235	1	4	1	13	5	3	6	1	1	4	0	941.082426919083
3066153	235	1	1	1	35	5	1	2	1	2	5	2	1045.5426008774
3066153	235	1	2	2	34	5	2	2	1	2	4	2	1045.5426008774
3066153	235	1	3	2	10								1045.5426008774
3066153	235	1	4	1	7								1045.5426008774
3066154	235	1	1	1	24	5	1	2	1	2	6	2	1106.32264286888
3066154	235	1	2	2	19	5	2	2	1	2	5	2	1106.32264286888
3066154	235	1	3	1	4								1106.32264286888
3066155	235	1	1	1	61	5	1	2	1	2	4	3	704.059011786058
3066155	235	1	2	2	56	5	2	2	1	2	5	2	704.059011786058
3066155	235	1	3	2	34	5	3	4	1	2	5	2	704.059011786058
3066155	235	1	4	1	17	5	4	6	1	2	4	2	704.059011786058
3066155	235	1	5	2	15	5	4	6	1	1	4	4	704.059011786058
3066155	235	1	6	2	13	5	4	6	1	1	4	2	704.059011786058
3066155	235	1	7	1	10								704.059011786058
3066155	235	1	8	1	32	5	3	4	1	2	5	2	704.059011786058
3066156	235	1	1	2	25	5	1	2	1	2	6	2	1102.0341236525
3066156	235	1	2	1	26	5	2	2	1	2	5	2	1102.0341236525
3066156	235	1	3	1	5								1102.0341236525
3066156	235	1	4	1	2								1102.0341236525
3066157	235	1	1	2	19	5	1	2	1	1	5	1	1471.50861343743
3066157	235	1	2	1	24	5	2	2	1	2	5	1	1471.50861343743
3066157	235	1	3	2	1								1471.50861343743
3066157	235	1	4	2	23	5	5	6	1	2	5	2	1471.50861343743
3066157	235	1	5	2	3								1471.50861343743
3066157	235	1	6	1	1								1471.50861343743
3066158	235	1	1	2	31	5	1	4	1	2	6	2	942.472518677498
3066158	235	1	2	2	11								942.472518677498
3066158	235	1	3	1	4								942.472518677498
3066159	235	1	1	2	49	5	1	2	1	2	3	5	645.225534935507
3066159	235	1	2	1	54	5	2	2	2	2	1		645.225534935507
3066159	235	1	3	2	22	5	3	4	1	2	6	3	645.225534935507
3066159	235	1	4	2	0								645.225534935507
3066159	235	1	5	1	89	5	5	2	2	2	1		645.225534935507
3066159	235	1	6	2	80	5	5	2	2	2	1		645.225534935507
3066160	235	1	1	2	62	5	1	4	2	2	1		923.888519937375
3066160	235	1	2	1	18	5	3	6	1	1	4	4	923.888519937375
3066161	235	1	1	2	20	5	1	2	1	2	5	2	1240.84771886214
3066161	235	1	2	1	28	5	2	2	1	2	6	1	1240.84771886214
3066161	235	1	3	2	4								1240.84771886214
3066161	235	1	4	1	1								1240.84771886214
3066162	235	1	1	1	32	5	1	6	1	2	6	5	941.705419621567
3066163	235	1	1	2	85	5	1	5	1	2	3	5	746.593950321368
3066164	235	1	1	1	76	5	1	5	1	2	3	2	780.76367354834
3066164	235	1	2	1	18	5	4	6	1	2	4	2	780.76367354834
3066165	235	1	1	1	62	6	1	3	1	2	6	3	791.583838273344
3066165	235	1	2	2	56	6	2	3	1	2	3	5	791.583838273344
3066165	235	1	3	1	34	6	3	6	1	2	6	1	791.583838273344
3066165	235	1	4	1	23	6	3	6	1	2	6	3	791.583838273344
3066166	235	1	1	2	74	5	1	5	2	2	1		419.369801304483
3066166	235	1	2	1	56	5	3	6	1	2	3	5	419.369801304483
3066166	235	1	3	2	25	5	4	6	2	2	1		419.369801304483
3066167	235	1	1	2	56	5	1	4	1	2	5	1	923.888519937375
3066167	235	1	2	1	19	5	3	4	1	1	6	0	923.888519937375
3066168	235	1	1	1	63	1	1	6	1	2	4	2	603.469103932333
3066169	235	1	1	2	32	6	1	4	1	2	4	4	1365.22437950874
3066169	235	1	2	1	10								1365.22437950874
3066169	235	1	3	2	26	6	5	2	1	2	4	4	1365.22437950874
3066169	235	1	4	1	26	6	9	2	1	2	5	2	1365.22437950874
3066169	235	1	5	1	4								1365.22437950874
3066169	235	1	6	1	3								1365.22437950874
3066169	235	1	7	1	1								1365.22437950874
3066169	235	1	8	1	34	6	5	6	1	2	5	2	1365.22437950874
3066170	235	1	1	2	28	6	1	2	1	1	4	1	747.140674784049
3066170	235	1	2	2	12	6	3	6	1	1	4	2	747.140674784049
3066170	235	1	3	2	5								747.140674784049
3066171	235	1	1	1	35	6	1	2	1	2	5	2	1918.44793276764
3066171	235	1	2	2	37	6	2	2	1	2	3	5	1918.44793276764
3066171	235	1	3	1	6								1918.44793276764
3066172	235	1	1	1	67	6	1	4	1	2	3	5	780.76367354834
3066172	235	1	2	1	15	5	4	6	1	1	4	2	780.76367354834
3066173	235	1	1	2	48	5	1	4	1	2	3	1	1769.62255747446
3066173	235	1	2	1	17	5	3	6	1	2	4	2	1769.62255747446
3066173	235	1	3	2	8								1769.62255747446
3066173	235	1	4	2	76	5	5	5	2	2	1		1769.62255747446
3066174	235	1	1	2	62	1	1	4	1	2	3	2	1847.77703987475
3066174	235	1	2	1	22	6	3	6	1	2	5	2	1847.77703987475
3066175	235	1	1	1	79	5	1	5	1	2	3	2	603.469103932333
3066176	235	1	1	1	71	6	1	4	1	2	5	2	603.469103932333
3066177	235	1	1	1	22	6	1	6	1	2	5	2	2032.06834444994
3066178	235	1	1	1	27	6	1	2	1	2	5	1	1778.3674659936
3066178	235	1	2	2	22	6	2	2	1	2	4	4	1778.3674659936
3066179	235	1	1	2	21	5	1	2	1	1	4	2	1174.90831272145
3066179	235	1	2	1	37	5	2	2	1	2	3	5	1174.90831272145
3066179	235	1	3	1	9								1174.90831272145
3066179	235	1	4	1	4								1174.90831272145
3066180	235	1	1	1	30	6	1	2	1	2	3	5	988.946812914995
3066180	235	1	2	2	29	6	2	2	1	2	4	3	988.946812914995
3066180	235	1	3	2	11								988.946812914995
3066180	235	1	4	2	8								988.946812914995
3066181	235	1	1	2	23	5	1	4	1	2	5	2	1014.17699058128
3066181	235	1	2	1	1								1014.17699058128
3066181	235	1	3	2	70	5	5	5	1	2	5	2	1014.17699058128
3066181	235	1	4	1	22	5	5	6	1	2	5	2	1014.17699058128
3066182	235	1	1	2	33	5	1	4	1	2	6	2	856.258149371219
3066182	235	1	2	1	11								856.258149371219
3066183	235	1	1	1	58	5	1	2	1	2	5	2	596.472368973144
3066183	235	1	2	2	61	6	2	2	2	2	1		596.472368973144
3066183	235	1	3	1	12	6	3	6	1	1	3	4	596.472368973144
3066183	235	1	4	2	63	6	9	6	2	2	1		596.472368973144
3066184	235	1	1	2	32	5	1	2	1	2	6	2	993.020914252626
3066184	235	1	2	1	48	5	2	2	1	2	5	2	993.020914252626
3066184	235	1	3	2	15	5	3	6	1	1	4	3	993.020914252626
3066184	235	1	4	2	7								993.020914252626
