DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P271	P262	P5475	P254	P254S1	P254S2	P5470	P5470S1	P5471	P5471S1	P5472	P5472S1	P5473	P5473S1	P5474S1	P5474S2	P5474S3	P5474S4	P5474S5	P5474S6	P5474S7	P5474S8	P5474S9	P5476	P5476S1	P5476S2	P5476S3	P5476S4	P5476S5	P5477	P5477S1	P5478	P5478S1	P1701S1	P1701S2	P1701S3	P1701S4	P1701S5	P1701S6	P1701S7	P1702	P1703	P1704	P1705	P5479	P5479S1	P5480	P5480S1	P5481	P5481S1	P5482	P5482S1	P5483	P5483S1	P5484	P5484S1	FEX_P
3066596	235	1	5	6	3	1	1	3	5	1	5	2		2		2		1	2	1	1	2	2	1	2	2	1	1	5	0	5	0	2		1	2								1	3	1	1	2		2		1	1	2		2		2		452.64653568288
3066601	235	1	3	1	3	2	2	1	1	2		2		2		1	5	2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	2				2		2		1	1	2		2		2		515.842079614081
3066607	235	1	3	6	3	1	1	3	3	2		2		2		1	5	2	2	2	2	2	2	1	2	2	1	1	5	3	5	0	2		1	3								2		1	1	2		2		1	1	2		2		2		384.77011600459
3066610	235	1	2	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		2									2		1	2	2		1	2	1	1	1	2	2		2		420.903641103001
3066614	235	1	4	1	3	1	1	3	4	1	4	2		2		2		2	2	2	2	2	2	1	2	2	2						2		1	4								1	3	1	2	1	5	2		1	1	2		2		2		249.120246158967
3066615	235	1	3	1	4	1	1	3	4	2		2		2		1	5	2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	4			2		1	2	1	1	2		2		2		203.966591166326
3066622	235	1	4	5	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	1	1	1	0	2		2									2		1	3	2		1	1	1	1	2		2		1	1	1170.31548386863
3066622	235	1	5	5	4	2	1	1	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	2	2	2	1	2	2	2		2		2		2		1	1	2		2		2		1170.31548386863
3066624	235	1	3	5	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	1	1	1	0	2		2									1	4	1	2	1	3	1	2	1	1	2		2		1	2	902.62817842142
3066642	235	1	9	1	5	1	1	3	0	1	1	2		2		2		2	2	2	1	1	2	2	1	1	1	1	1	0	1	0	1	3	2									1	1	1	1	1	2	1	4	1	1	2		2		1	2	1234.98402075434
3066646	235	1	5	6	3	1	1	3	2	2		2		2		2		2	2	2	1	2	2	2	2	2	1	1	2	2	2	0	2		2									1	2	2		2		1	3	1	2	1	2	2		1	2	626.714246967637
3066648	235	1	3	6	3	1	1	3	1	1	1	1	3	1	3	1	3	2	1	1	1	1	1	1	1	1	1	1	12	3	12	0	2		1	2								1	2	1	1	1	1	1	3	1	2	2		1	1	1	2	753.72464704364
3066657	235	1	4	6	4	2	1	3	0	2		2		1	5	2		2	2	1	2	2	2	2	2	1	1	1	1	0	1	0	2		2									1	1	2		2		2		1	1	2		2		2		626.119306237068
3066665	235	1	3	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	1	1	1	0	2		2									2		2		2		2		1	1	2		2		2		1908.72365901063
3066665	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	2				2		2		1	2	2		2		2		1908.72365901063
3066667	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			1	4	2		1	1	1	3	2		2		1760.0837226473
3066668	235	1	3	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	2				2		1	3	1	2	2		2		2		1789.25180392322
3066668	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			1	1	1	2	1	2	1	3	2		2		1789.25180392322
3066670	235	1	2	6	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	4	4	4	0	2		1	4								2		1	2	1	5	1	2	1	1	2		1	1	1	2	1544.95668477004
3066671	235	1	4	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	1	1	1	0	2		2									2		2		2		2		1	1	2		2		2		2164.46031493918
3066673	235	1	4	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	2				1	4	2		1	1	1	3	2		2		1675.32926476562
3066675	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	2	1	1	1	2	2		1	2	2		2		2		1855.06875511127
3066676	235	1	3	6	3	1	1	4	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									2		2		2		2		1	1	2		2		2		2158.31006998916
3066676	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			2		2		1	1	2		2		2		2158.31006998916
3066678	235	2	4	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	2	1	2	2		1	2	1	1	2		2		2		2091.90722854954
3066678	235	2	5	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	2	1	2	2		1	2	1	1	2		2		2		2091.90722854954
3066681	235	1	4	6	5	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	6			1	5	2		1	1	2		2		2		2164.46031493918
3066682	235	1	5	6	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	2	2		1	2	1	1	2		2		2		1971.66859742569
3066682	235	1	7	6	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	3	2		1	2	1	1	2		2		2		1971.66859742569
3066682	235	1	10	6	4	2	1	3	0	2		2		2		2		2	2	2	1	2	2	2	2	2	1	2	1	1	1	0	2		2									1	3	2		2		2		1	1	2		1	1	2		1971.66859742569
3066689	235	1	4	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	5	5	5	0	2		2									1	2	1	2	2		2		1	1	1	1	2		2		2252.5507150931
3066691	235	1	3	6	3	1	1	3	3	2		2		2		1	4	1	2	2	2	2	2	2	2	2	1	1	7	7	7	0	1	4	1	2								1	2	1	1	1	4	1	3	1	1	1	2	1	1	1	1	1760.0837226473
3066698	235	1	5	6	4	2	2	1	1	2		2		2		2		2	2	2	2	1	2	2	2	2	1	4	4	0	4	0	2		2									1	3	2		1	5	2		1	1	1	1	2		2		1219.37847992711
3066698	235	1	4	6	4	1	1	3	4	1	5	2		2		1	5	2	2	2	1	2	2	2	2	1	1	4	5	1	5	0	2		1	4								1	3	1	4	1	5	1	1	1	1	1	1	1	3	1	2	1219.37847992711
3066706	235	1	9	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	2	1	2	2	2	2	1	4	1	3	2		2		1	1	1	2	2		1	2	1487.85796972892
3066708	235	1	2	6	3	1	1	3	3	2		1	5	2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			2		2		1	1	2		2		2		1018.59375501737
3066719	235	1	3	6	3	1	1	2	0	2		2		2		2		2	2	2	1	2	2	2	1	2	1	4	2	2	2	0	2		2									1	3	1	1	2		2		2		2		2		2		250.951500628484
3066721	235	1	4	6	4	1	1	3	2	2		1	1	2		2		2	2	2	2	2	2	2	2	2	1	1	3	3	3	0	1	3	2									1	3	1	1	2		1	3	1	1	2		2		1	3	179.374509943097
3066722	235	1	3	6	3	1	1	3	1	1	4	1	4	2		1	4	1	2	2	1	1	2	1	1	2	1	2	1	1	1	0	2		2									1	3	1	2	1	4	1	2	1	1	1	2	1	2	1	2	300.721305920676
3066723	235	2	2	6	3	1	1	3	4	1	5	1	2	2		2		2	2	1	2	1	1	1	2	2	1	2	1	1	1	0	2		2									1	3	1	2	1	3	1	2	1	1	1	3	1	1	2		111.629927274451
3066723	235	2	3	6	3	1	1	3	2	1	4	2		2		1	4	2	1	2	1	2	1	1	2	2	1	4	3	3	2	1	2		2									1	3	2		2		1	4	1	1	1	2	1	1	2		111.629927274451
3066728	235	1	5	5	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	2	2	2	0	2		1	2								1	2	1	2	1	4	1	1	1	1	2		1	1	2		1608.55284035013
3066728	235	1	6	5	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	5	5	5	0	1	2	1	3								1	3	1	2	1	4	1	2	1	1	1	2	1	1	1	2	1608.55284035013
3066729	235	1	3	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2						1	3	2									1	3	2		2		1	2	1	1	2		1	1	1	2	1526.75161749713
3066733	235	1	3	5	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	1	2	2						2		2		2	1	2	2	2	2	2	1	3	1	1	1	4	1	2	1	1	1	3	2		2		2570.97733294548
3066736	235	1	4	5	5	1	1	3	4	1	5	2		2		2		2	2	2	2	2	2	2	2	1	1	2	2	2	2	0	2		2									1	1	1	2	1	4	2		1	1	1	2	2		2		967.642398163501
3066738	235	1	2	5	3	1	1	3	1	2		2		2		1	5	2	2	2	2	2	2	2	2	2	1	1	3	3	3	0	1	2	1	2								2		1	2	2		1	2	1	1	2		2		2		799.360565122632
3066739	235	1	4	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									2		1	2	2		1	1	1	1	2		1	2	1	2	680.175320526829
3066740	235	1	2	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	2	2	2	0	2		2									1	3	1	2	2		1	2	2		2		2		2		806.919873466347
3066741	235	1	6	5	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		2									1	3	1	1	2		2		1	1	1	2	2		1	2	981.575669661002
3066743	235	1	5	6	3	1	1	3	4	2		2		2		2		2	2	1	2	2	2	2	2	2	1	2	2	2	2	0	2		1	2								2		1	2	1	4	1	2	1	1	1	1	1	2	2		2207.6877421228
3066754	235	1	2	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	1	1	1	1	1	1	0	1	4	2									1	3	1	1	1	2	1	1	1	1	1	1	1	2	1	3	1104.2847573227
3066754	235	1	3	6	3	2	2	1	1	2		2		2		2		2	2	2	2	2	2	2	2	1	1	3	2	2	2	0	2		2									1	4	1	3	1	2	1	1	1	1	1	2	2		1	1	1104.2847573227
3066759	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	2	2	2	0	1	4	2									1	3	1	2	1	3	1	2	1	1	1	2	2		1	3	1168.3603042678
3066760	235	1	2	6	3	1	1	3	1	1	1	2		2		2		2	2	2	2	2	2	2	2	2	1	1	2	2	2	0	2		2									1	3	1	1	2		2		1	1	1	2	2		2		1010.66828041461
3066764	235	1	4	6	4	1	1	3	1	1	1	2		2		2		2	2	2	2	1	2	2	2	1	1	5	2	2	2	0	1	4	2									1	3	1	2	1	2	1	1	1	1	1	4	2		1	2	135.127978961882
3066768	235	1	5	6	3	1	1	3	5	2		1	4	1	5	1	4	2	1	2	1	1	2	1	2	1	1	1	5	5	5	0	2		2									1	3	1	1	1	5	1	1	1	1	1	1	2		1	1	1933.23305963524
3066773	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	1	2	2	2	2	1	1	1	1	15	15	15	0	2		1	2								1	4	1	2	1	2	1	1	1	1	1	3	2		1	1	2499.61230746624
3066773	235	1	4	6	3	1	1	3	2	1	1	2		1	5	2		2	2	2	1	2	2	2	1	2	1	1	3	3	3	0	2		1	1								1	4	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2499.61230746624
3066775	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	3	3	3	0	2		2									1	4	1	4	1	1	2		1	1	2		2		1	1	2255.98213056714
3066783	235	1	5	6	3	1	1	3	5	2		1	1	2		2		2	1	2	2	1	2	2	2	1	1	1	5	0	5	0	2		2									2		1	1	1	2	1	1	1	1	1	1	1	1	1	2	1818.6600826195
3066790	235	1	3	6	3	1	1	4	1	1	1	1	4	1	5	2		2	2	2	2	2	2	2	2	1	1	2	4	2	4	0	2		1	2								2		1	2	1	2	1	1	1	1	1	2	1	2	2		3086.39276374285
3066791	235	1	3	6	3	1	1	2	3	1	3	2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	1	2	2	1	2	2	1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2831.86660330518
3066792	235	1	3	5	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		1	2								1	3	1	1	2		1	2	1	1	1	2	2		1	3	2664.78182703268
3066795	235	1	3	1	3	1	1	3	3	1	2	2		2		1	5	2	2	2	1	1	2	2	1	2	1	2	3	2	3	0	2		2									1	2	1	2	1	3	1	2	1	1	1	1	2		2		3047.00924933946
3066798	235	1	4	1	4	1	1	3	3	1	1	1	2	2		2		2	2	2	2	1	2	2	1	2	1	3	2	2	2	0	2		2									1	2	1	2	1	1	1	2	1	1	1	1	2		1	2	2774.97247326019
3066812	235	1	2	6	3	1	1	3	3	2		2		2		2		2	2	2	1	2	2	1	2	2	2						2		2		2	1	2	2	2	2	2	2		2		2		1	3	1	3	1	4	1	1	1	2	672.81770892995
3066817	235	1	3	6	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	2	1	2	1	2	1	1	2		2		2		1604.73152792909
3066823	235	1	3	6	4	1	1	3	1	2		2		2		2		2	2	2	1	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	2	2		2		1	1	2		2		2		1446.51456823286
3066826	235	1	5	6	3	1	1	3	3	1	4	2		1	4	1	4	2	2	2	1	1	2	2	2	1	1	1	3	3	3	0	2		2									2		2		1	3	1	1	1	1	1	2	2		2		1918.81077525309
3066827	235	1	5	6	4	1	1	3	1	1	4	2		2		2		2	2	2	1	1	2	2	2	1	1	2	2	2	2	0	2		2									1	1	1	2	1	5	1	3	1	1	1	3	1	3	2		2127.78756818033
3066827	235	1	6	6	4	2	1	2	3	2		2		2		2		2	2	2	1	1	2	2	2	1	2						2		2		2	1	2	2	2	2	2	1	1	2		1	4	2		1	1	2		2		2		2127.78756818033
3066828	235	1	4	6	3	1	1	3	3	2		1	5	2		1	5	2	2	2	1	1	2	2	1	2	1	2	3	3	3	0	2		2									2		1	2	2		1	1	1	1	1	3	2		2		2059.26702443178
3066828	235	1	5	6	3	2	1	1	1	1	3	1	5	2		1	4	2	2	2	1	1	2	2	1	2	1	2	3	3	3	0	2		2									1	2	1	1	1	5	1	2	1	1	2		2		2		2059.26702443178
3066836	235	1	3	6	3	2	1	2	0	2		2		2		2		2	2	2	1	1	2	2	2	2	2						2		2		2	1	2	2	2	2	2	1	3	2		2		1	2	1	1	2		1	2	2		2069.40606116953
3066840	235	1	3	6	3	1	1	3	2	1	4	2		2		1	5	2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		1	3								1	3	1	1	1	5	1	1	1	1	2		2		1	3	1943.97276393089
3066840	235	1	4	6	3	1	1	3	1	2		2		2		1	5	2	2	2	2	2	2	2	2	2	1	3	3	0	3	0	2		2									1	3	2		1	5	1	1	1	1	1	1	2		1	1	1943.97276393089
3066843	235	1	4	6	3	1	1	3	4	2		2		2		2		1	2	2	2	2	2	2	1	2	1	3	1	1	1	0	2		1	4								2		1	3	1	1	1	3	1	1	1	2	1	1	1	1	1795.40204887324
3066844	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	1	2	1	2						1	4	2									1	1	1	4	2		1	4	1	1	1	4	2		2		438.79344806342
3066844	235	1	4	6	3	1	1	3	1	2		2		2		2		1	2	2	2	2	2	2	2	2	1	5	1	1	1	0	2		2									1	3	1	3	2		2		1	1	2		2		2		438.79344806342
3066844	235	1	5	6	3	2	1	1	1	2		2		2		2		1	2	2	2	2	2	2	2	2	2						1	2	2									1	2	2		2		2		1	1	2		2		2		438.79344806342
3066848	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	3	3	3	0	2		2									1	3	2		2		1	2	1	1	1	2	2		2		412.348871476881
3066855	235	1	2	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	2	2	2	0	2		2									2		1	2	1	5	1	1	1	1	1	2	2		2		152.854974005492
3066857	235	1	3	6	3	1	1	3	5	2		1	2	2		1	5	2	2	2	2	2	2	1	2	2	1	4	1	1	1	0	2		1	2								1	1	2		2		1	3	1	1	1	1	2		2		1649.04365153651
3066857	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	1	1	2	2		1	1	1	1	1	3	1	3	2		1649.04365153651
3066867	235	1	7	6	4	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2	2	2	0	2		2									1	3	1	2	1	3	1	2	1	1	1	3	2		2		3029.53079472821
3066869	235	1	3	6	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	3	3	3	0	2		1	2								2		1	2	2		1	2	1	1	1	1	2		2		3714.23870079732
3066869	235	1	4	6	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	0	1	0	2		2									2		1	1	2		1	1	1	1	1	2	2		2		3714.23870079732
3066871	235	1	3	6	3	1	1	3	0	1	1	2		1	3	1	3	2	2	2	2	1	2	2	1	1	1	2	3	0	3	0	1	2	2									1	3	1	2	1	3	1	1	1	1	1	2	1	1	1	1	4167.24918208703
3066877	235	1	2	6	3	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	2	1	2	3	2	1	2	2		2									1	3	1	2	2		1	3	1	3	1	2	1	3	2		3234.55909098929
3066883	235	1	2	5	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	1	2	2	1	1	1	1	1	0	2		2									2		1	3	2		2		1	1	2		2		2		2246.82966071419
3066884	235	1	5	6	3	2	2	3	0	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	1	0	1	0	2		2									2		2		2		2		1	1	1	1	2		2		974.709439823422
3066885	235	1	2	5	3	2	2	3	1	2		1	5	2		2		2	2	2	1	2	2	1	1	2	1	2	2	2	2	0	2		2									1	3	2		2		1	2	1	1	1	2	2		1	2	2033.4571960802
3066886	235	1	5	6	4	1	1	3	2	2		2		1	1	2		2	2	2	2	2	2	2	2	2	1	1	4	4	4	0	1	1	1	2								1	2	1	2	2		1	4	1	1	2		1	2	1	1	1388.12714912274
3066886	235	1	6	5	4	2	1	2	0	2		2		2		2		2	2	1	2	2	2	1	1	1	1	1	1	1	1	0	2		2									1	1	1	1	2		1	1	1	1	1	1	1	1	1	1	1388.12714912274
3066887	235	1	2	6	3	1	1	4	0	1	1	1	1	2		2		2	2	2	1	2	2	2	1	2	1	2	3	0	3	0	2		2									2		2		2		1	1	1	1	1	1	2		1	2	1501.29045292331
3066887	235	1	3	5	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	1	1	2	1	2	1	1	1	0	2		2									1	4	1	2	2		1	2	1	1	1	2	2		2		1501.29045292331
3066888	235	1	2	5	3	1	1	3	2	1	1	2		2		2		2	2	2	1	2	2	1	1	2	1	1	3	3	3	0	2		2									1	4	1	2	2		1	2	1	1	1	2	1	1	2		1287.91798828932
3066888	235	1	3	5	3	1	1	3	0	1	5	1	5	2		2		2	2	2	2	2	2	1	2	2	1	2	3	3	3	0	2		2									1	4	1	2	2		1	2	1	1	1	2	2		2		1287.91798828932
3066889	235	1	4	6	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		1	1								2		2		2		1	2	1	1	1	3	2		1	2	2192.03731903981
3066889	235	1	5	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2		2									2		1	2	2		1	2	1	1	1	2	2		2		2192.03731903981
3066892	235	1	4	6	4	1	1	3	3	2		2		2		2		2	2	1	2	2	2	2	1	2	1	1	1	1	1	0	2		2									2		1	1	1	4	1	1	1	1	1	2	2		2		1614.79910559653
3066893	235	1	3	6	3	1	1	3	1	1	3	2		2		1	4	1	1	1	1	1	2	2	1	2	1	1	1	1	1	0	1	4	1	2								1	3	1	1	1	3	1	2	1	2	1	3	2		2		1944.46165361602
3066898	235	1	2	6	3	2	1	3	0	1	3	2		1	3	1	3	2	2	1	1	2	2	1	1	1	1	3	4	0	4	0	1	3	2									1	3	2		2		1	3	1	1	1	1	2		1	1	2186.10838291206
3066901	235	1	3	6	3	1	1	3	2	1	1	2		2		1	5	2	2	2	1	2	2	2	1	2	1	4	1	0	1	0	2		2									1	3	1	2	1	4	1	1	1	1	1	2	1	2	1	2	1192.83622135121
3066903	235	1	4	6	3	1	1	3	1	2		2		2		2		2	2	2	1	2	2	2	1	2	1	2	1	1	1	0	2		2									1	4	1	2	1	3	2		1	1	1	2	1	2	1	2	1171.67179338396
3066907	235	1	5	6	3	1	1	3	4	2		1	5	2		1	4	2	2	2	1	1	2	1	1	1	2						2		2		1	2	2	2	2	2	2	2				1	4	1	2	1	1	1	3	2		2		1208.50633435016
3066909	235	1	3	6	3	1	1	3	1	1	1	2		2		2		2	2	2	1	2	2	2	2	2	1	3	1	1	1	0	2		2									1	3	2		2		1	3	1	1	1	1	2		1	3	1205.98321516443
3066910	235	1	2	6	3	1	1	2	3	2		1	4	2		1	4	2	2	2	2	2	2	2	2	1	1	3	1	1	1	0	2		2									2		1	1	2		1	2	1	1	1	3	2		2		872.721852603593
3066917	235	1	4	6	4	1	1	3	2	1	2	2		1	2	2		2	1	2	1	2	2	2	2	1	1	2	7	7	7	0	1	1	1	2								1	1	1	1	1	2	1	2	1	1	1	2	2		2		425.937372984096
3066918	235	1	6	6	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	1	1	1	1	1	1	0	2		2									2		1	1	2		1	3	1	1	2		2		1	1	359.659514502823
3066919	235	1	4	6	3	1	1	3	5	1	1	2		2		1	5	2	2	2	2	1	2	1	2	2	1	1	20	20	20	0	2		2									2		1	1	2		1	2	1	1	1	2	1	1	1	1	1540.58339601508
3066919	235	1	5	6	3	1	1	3	3	1	1	2		2		1	5	2	2	2	2	1	2	1	1	2	1	3	1	1	1	0	2		2									1	3	1	3	2		1	2	1	1	1	2	1	1	1	1	1540.58339601508
3066926	235	1	3	5	4	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	3	2	3	0	2		2									1	3	2		2		1	2	1	1	1	2	1	2	1	2	2461.66693668512
3066927	235	1	6	5	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	3	1	2	2		1	2	1	1	1	2	1	2	1	2	2943.6713154874
3066927	235	1	5	5	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	4	1	1	1	0	2		2									1	4	1	3	2		2		1	1	1	2	1	1	1	2	2943.6713154874
3066929	235	1	3	1	5	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	6	2	0	2	0	2		2									1	3	1	6	1	3	2		1	1	1	1	1	1	2		2879.92447306696
3066937	235	1	3	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	4	1	3	2		2		1	1	2		1	2	2		1677.47920521793
3066937	235	1	4	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									2		2		2		1	4	1	1	2		1	2	2		1677.47920521793
3066937	235	1	5	5	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	4	1	2	2		2		1	1	2		1	2	2		1677.47920521793
3066937	235	1	6	5	3	2	1	2	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	0	1	0	2		2									1	4	2		2		2		1	1	2		1	2	1	2	1677.47920521793
3066943	235	1	7	5	3	1	1	3	5	1	4	1	4	2		1	4	2	2	2	2	2	2	2	2	2	1	1	2	1	2	0	2		2									1	4	1	2	2		1	3	1	1	2		1	2	2		739.608876111255
3066951	235	1	4	6	3	1	1	3	4	2		1	5	2		1	5	2	2	2	2	1	1	1	1	1	1	1	1	1	1	0	1	4	2									1	3	1	1	1	4	1	1	1	1	1	2	2		2		1294.60711292129
3066951	235	1	5	6	3	1	1	2	3	2		1	5	2		1	5	2	2	2	1	1	1	1	1	1	1	1	4	2	4	0	1	2	2									1	3	1	1	1	4	2		1	1	2		2		1	2	1294.60711292129
3066952	235	1	3	6	4	1	1	3	4	2		1	4	2		2		2	2	2	1	1	2	2	1	2	1	1	4	4	4	0	1	4	1	4								1	3	1	2	2		1	3	1	1	2		2		1	3	840.426597367306
3066952	235	1	4	6	4	1	1	2	3	2		2		2		2		2	2	2	1	1	2	2	1	2	1	1	1	1	1	0	2		2									1	3	1	1	1	4	1	3	1	2	2		2		1	3	840.426597367306
3066954	235	1	3	6	3	1	1	3	4	2		2		2		1	5	2	1	2	1	1	2	2	2	2	1	2	6	3	6	0	1	4	1	4								2		1	2	2		1	2	1	1	2		1	2	1	2	850.908826369674
3066956	235	1	3	6	3	1	1	3	4	2		2		2		1	5	2	2	2	1	1	2	2	1	1	1	2	1	1	1	0	2		2									1	3	1	2	1	3	1	3	1	1	2		2		1	2	955.60462856724
3066957	235	1	3	6	3	2	1	2	3	2		2		2		1	5	2	2	2	2	2	2	2	2	2	1	3	1	0	1	0	2		2									1	3	2		2		1	3	1	1	2		2		2		790.991356222815
3066960	235	1	2	6	3	1	1	3	1	1	2	2		2		1	4	2	2	2	1	1	1	1	1	1	1	2	3	3	3	0	2		2									1	3	1	2	1	3	1	2	1	1	2		2		1	2	1034.29583467125
3066965	235	1	3	6	4	1	1	2	2	2		2		2		2		2	2	2	2	2	2	2	2	1	1	1	10	10	10	0	2		2									2		1	1	2		1	1	1	1	1	1	2		2		1425.83550441958
3066969	235	1	4	6	3	1	1	3	3	2		2		1	5	1	3	1	2	2	1	1	2	1	1	1	1	1	4	2	2	2	2		1	3								1	3	1	1	1	4	1	1	1	1	2		2		2		1524.3165365721
3066975	235	1	3	6	4	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	2	1	2	1	2	2	2		2		1	3	2		1	1	2		2		2		1660.18172396525
3066983	235	1	4	6	3	1	1	3	3	1	2	1	3	1	3	1	3	2	2	2	1	1	2	1	2	2	1	1	2	2	2	0	1	1	2									1	4	1	1	1	3	1	3	1	2	2		1	2	1	2	255.852068405749
3066992	235	1	6	1	5	1	1	3	5	2		2		1	5	1	5	2	2	1	2	2	2	2	2	2	1	6	2	2	2	0	1	3	1	2								1	4	1	3	2		1	1	1	1	1	3	1	3	2		832.35003734617
3067000	235	1	7	5	5	2	1	3	1	2		2		2		2		2	2	1	2	2	2	2	1	2	2						2		2		1	2	2	2	2	2	2	2				1	3	1	3	1	2	2		2		2		2436.75741508494
3067004	235	1	4	6	4	1	1	3	4	2		1	5	2		2		2	2	2	2	1	2	1	1	1	1	3	1	1	1	0	2		1	4								1	3	2		1	4	1	1	2		1	1	1	1	1	2	1213.07779320029
