Directorio	Nro_encuesta	Hogarnmero	Personanmero	P5485	P5485s1	P5486	P5486s1	P5487	P5487s1	P5488	P5488s1	P5489	P5489s1	P5490	P5490s1	P5491	P5492s1	P5492s2	P5492s3	P5492s4	P5492s5	P5492s6	P5492s7	P5492s8	P5492s9	P5493	P5494	P5495s1	P5495s2	P5495s3	P5495s4	P5495s5	P5495s6	P5495s7	P5495s8	P5495s9	P5496	P5497	P5497s1a1	P5497s1a2	P5497s1a3	P5497s1a4	P5497s1a5	P5497s1a6	P5497s1a7	P5498	P5498s1	P5499s1	P5499s2	P5499s3	P263	P264	P265	P267	P266	P255s1	P255s2	P255s3	P255s4	P255s5	P268	P256s1	P256s2	P256s3	P256s4	P256s5	P257s1	P257s2	P257s3	P257s4	P257s5	P257s6	Fex_c
304923400	209	1	5	1	2	2		2		2		2		2		2											2											1	1	1	2	2	2	1	1	2					2		2		2						3	2	2	2	1	2	1	2	1	2	2	1	1725.63123467184
304924300	209	1	4	2		2		2		2		2		2		2											2											2								2					1	2	2		99																		1784.11768837413
304924700	209	1	7	2		1	5	1	5	1	5	1	4	1	4	1	2	1	1	1	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	1	4	2	1	2	2		1	1		1	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1657.83704159252
304924800	209	1	3	1	2	1	3	1	3	1	4	1	5	1	3	1	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	1	2	1	3	1	1		1	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1863.51265108906
304925100	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	1	1	2	1	3	1	2		1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	193.880987548551
304930100	209	1	3	1	4	1	5	1	5	1	4	2		2		1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	2	2	1	2	1	2	1	3		1	1	2	2	2	1	1	2	2	1	2	1	1	2	2	2	1	1586.13692534004
304930700	209	1	2	2		2		2		1	5	2		2		2											2											2								1	1	1	1	2	1	3	99																				1527.67448710981
304931100	209	1	3	1	2	1	4	1	4	2		2		1	4	2											1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	1	2	1	2	1	3	1	1	1	1	1	1	1		1	1	2	2	2	2	2	1	2	2	2	1	2	1	2	2	1	1885.18875474956
304931100	209	1	4	2		2		1	3	2		2		2		2											2											2								1	2	1	1	1	1	1	2		5																		1885.18875474956
304931200	209	1	4	1	2	1	2	1	3	1	4	2		1	3	2											1	2	2	1	2	2	2	2	2	2	1	1	1	2	2	1	2	1	1	1	3	1	1	1	1	3	1	2		1	1	2	2	2	2	2	1	2	2	2	1	2	1	2	2	1	1689.76224478504
304931700	209	1	4	1	2	1	3	1	3	1	3	2		1	4	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	1	2	1	3	1	1	2	1	5	1	3		1	1	2	2	2	2	1	1	1	2	2	1	2	1	2	2	1	1550.24391998117
304931900	209	1	3	1	2	1	3	1	4	1	3	2		1	4	1	2	2	2	2	2	2	2	1	2	1	2											1	1	2	2	2	2	1	2	1	3	1	1	2	1	1	1	2		1	1	2	2	2	2	1	1	1	2	2	2	2	1	2	2	1	1423.98728867162
304932100	209	1	3	1	3	2		2		1	3	1	4	1	4	2											2											2								1	2	1	1	2	1	3	1	2		1	1	2	2	2													1972.17742873589
304932300	209	1	6	1	2	1	2	1	4	1	4	2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	2	2	1	1	1	5	1	3		1	1	2	2	2	2	2	1	2	2	2	1	1	1	2	2	1	1940.70260109488
304932300	209	1	7	1	4	1	4	1	4	1	3	2		2		1	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	1	2	2	1	2	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	3	1	3		1	2	2	2	2	2	2	1	2	2	2	1	1	1	2	2	1	1940.70260109488
304933400	209	1	3	1	2	2		2		1	4	2		2		2											2											1	1	2	2	2	2	1	1	1	2	1	1	2	2		1	3		1	1	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	4066.10695104027
304933400	209	1	4	1	2	2		2		2		2		2		2											2											1	1	2	2	2	2	1	1	1	2	1	1	2	2		1	3		1	2	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	4066.10695104027
304933500	209	1	2	1	4	2		2		2		2		2		2											2											1	2	2	2	2	2	1	1	1	2	1	2	2	1	3	2		2						2	2	1	2	2	2	1	2	1	1	1	1	2549.12772402313
304934000	209	1	5	2		2		2		2		2		2		2											2											2								2					2		1	2		1	1	2	2	2													3069.59750978448
304934700	209	1	3	2		2		2		1	3	2		2		2											2											1	2	2	2	2	2	2	2	1	1	1	1	1	1	3	1	2		1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	3300.15438392824
304934800	209	1	4	2		2		2		1	3	2		2		2											2											2								1	1	1	1	2	1	4	1	3		1	2	2	2	2													2318.57084987937
304935200	209	1	3	2		1	2	1	3	1	4	2		2		2											2											1	2	2	2	2	2	2	2	1	3	1	1	2	2		1	3		1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	2924.64105397569
304935700	209	1	3	1	3	1	3	2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	2	1	2	1	2	2		2						2	2	1	2	2	2	1	2	2	2	2	1	2924.64105397569
304935800	209	1	3	2		2		2		1	4	2		1	4	2											2											1	1	2	2	2	2	1	2	1	1	2	1	2	1	4	2		2						3	2	1	2	2	2	2	2	2	2	2	1	1323.7158043408
304936000	209	1	3	1	4	2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	2	2	2	1	1	4	1	4		1	2	2	2	2	1	2	1	2	2	2	1	2	1	1	2	1	3693.1955474403
304936100	209	1	5	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	1	1	1	2	1	2	1	3	1	3		1	1	2	2	2	2	1	2	2	1	2	1	2	1	1	2	1	3069.59750978448
304936900	209	1	3	2		2		2		2		2		2		1	2	2	1	2	1	2	2	1	2	2	2											1	1	2	2	2	2	1	2	1	4	2	1	2	1	3	1	2		1	1	2	2	2	4	2	1	2	2	2	1	2	1	2	1	1	4364.6856469749
304937000	209	1	3	2		2		2		2		2		2		1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	1	2	2					1	3	1	2		2	1	2	2	2	4	2	2	2	1	2	2	2	1	2	1	2	4813.54638913385
304937000	209	1	4	2		2		2		2		2		2		1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	1	2	2	2								2					1	5	1	2		2	1	2	2	2													4813.54638913385
304937000	209	1	5	2		2		2		2		2		2		2											1	2	2	2	2	1	2	2	2	2	2	2								2					1	5	1	2		2	1	2	2	2													4813.54638913385
304937500	209	1	2	2		2		2		2		2		2		1	2	2	1	2	2	2	2	1	2	2	2											1	2	2	2	2	2	1	2	1	4	2	1	2	1	5	2		4						2	2	1	2	2	2	1	2	1	2	1	1	2250.82447791614
304937500	209	1	3	2		2		2		2		2		2		1	2	2	1	2	2	2	2	1	2	2	2											1	2	2	2	2	2	1	2	2					1	5	2		1						2	2	1	2	2	2	1	2	2	2	2	2	2250.82447791614
304937900	209	1	5	1	3	1	5	1	4	1	5	1	5	1	5	2											1	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	1	2	1	1	1	5	1	2		1	1	2	2	2	2	1	1	2	2	2	1	2	1	2	2	1	908.963588187008
304938000	209	1	4	1	3	1	4	1	5	1	5	2		1	5	1	2	1	1	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1		1	1	2	2	2	2	1	1	2	2	2	1	2	1	1	1	1	988.478380721246
304938200	209	1	6	1	3	1	5	1	5	1	5	1	5	1	5	2											1	2	2	2	1	2	2	2	1	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	3	1	3		2	1	2	1	2	3	1	2	2	1	2	1	2	1	2	2	1	748.369141338137
304938300	209	1	4	1	3	1	4	1	5	1	5	2		1	5	2											1	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	1	2	1	1	1	1	5	2		2						4	2	2	2	1	2	1	2	2	2	2	1	820.270437694389
304938300	209	1	5	1	3	1	5	1	5	2		2		2		2											1	2	2	1	2	2	2	2	1	2	2	2								1	1	1	1	1	1	5	1	4		1	1	1	2	2													820.270437694389
304938300	209	1	6	1	3	1	5	1	5	1	5	2		1	5	2											1	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	2	1	1	1	1	5	1	4		1	1	2	1	2	3	2	1	1	1	2	1	2	2	1	2	1	820.270437694389
304938500	209	1	3	1	2	1	3	1	5	2		2		1	5	2											1	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	5	1	2		1	1	2	1	2	3	2	2	2	1	2	1	2	2	2	2	2	1771.12658761907
304938500	209	1	4	1	2	1	5	2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	2	1	1	1	1	5	1	4		1	1	2	2	2													1771.12658761907
304939200	209	1	3	2		2		2		2		2		2		2											2											2								2					99		2		1																		2208.7069404167
304939400	209	1	3	2		2		2		2		2		2		2											2											2								2					2		2		5																		2076.2898647404
304939400	209	1	4	2		2		2		2		2		2		2											2											2								2					99		2		1																		2076.2898647404
304939600	209	1	4	1	2	1	4	1	5	1	5	2		2		2											1	2	1	2	2	1	1	2	2	2	1	1	2	2	1	1	2	1	2	2					1	2	1	2		1	1	1	2	2	3	1	1	2	2	2	1	2	2	1	1	1	873.518972957148
304940000	209	1	5	1	2	1	5	2		1	5	2		2		2											2											2								2					1	2	1	2		1	1	2	2	2													2310.69529603515
304940100	209	1	3	1	2	2		1	5	2		2		1	5	2											2											2								2					1	3	1	3		1	2	1	2	2													2208.7069404167
304940300	209	1	3	2		2		1	5	1	4	2		2		1	2	1	1	2	2	2	2	1	2	2	2											2								2					1	2	1	2		1	1	1	2	2													2188.17260893323
304940300	209	1	4	2		2		2		2		1	5	1	5	2											2											2								2					1	4	1	2		1	1	2	2	2													2188.17260893323
304940300	209	1	5	1	2	1	5	2		1	5	2		2		2											2											2								2					1	5	1	2		1	1	1	1	2													2188.17260893323
304940700	209	1	5	1	3	1	5	1	5	2		2		2		1	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	1	2	2	1	1	2		1	3		1	2	2	2	2	2	1	2	2	1	2	1	2	1	1	1	2	660.841540515696
304941100	209	1	3	2		2		2		2		2		2		2											2											2								1	1	2	1	2	1	3	2		2																		2495.64488625441
304941100	209	1	4	2		2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	1	2	1	2	2		2		4																		2495.64488625441
304941300	209	1	3	2		2		2		2		2		2		2											2											2								1	1	2	1	2	2		2		1																		2208.7069404167
304941400	209	1	4	2		2		2		2		2		2		2											2											1	2	1	1	1	1	2	2	2					2		1	2		1	1	2	2	2	2	2	2	2	1	2	1	2	1	1	1	2	886.652101592887
304941400	209	1	6	2		1	4	1	3	2		2		2		2											2											1	2	1	2	1	2	2	2	2					1	3	2		2						4	1	2	2	2	2	2	1	1	1	2	2	886.652101592887
304941500	209	1	5	2		1	2	2		2		2		2		2											2											2								2					1	3	1	2		1	2	2	2	2													1168.48077665331
304941500	209	1	6	1	2	1	2	2		2		2		2		2											2											2								2					1	4	1	3		1	1	2	2	2													1168.48077665331
304942000	209	1	3	1	3	2		2		2		2		2		1	2	1	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2					2		1	3		1	1	1	2	2	3	1	1	2	1	2	1	1	1	1	1	2	900.950779898805
304942800	209	1	4	2		2		2		2		2		2		2											2											2								2					2		1	2		1	1	2	2	2													997.579996792804
304943000	209	1	4	2		2		2		2		2		2		2											2											2								2					1	3	1	2		1	1	2	2	2													706.476579600469
304943100	209	1	4	2		2		2		2		1	4	2		2											2											1	1	2	2	1	1	1	1	2					1	5	1	2		1	2	2	1	2	2	1	1	2	1	2	1	1	1	2	2	1	821.435987364567
304943400	209	1	5	2		2		2		2		2		2		2											2											2								2					2		2		2																		658.883218342703
304943500	209	1	7	2		2		2		2		2		2		2											2											2								2					2		1	2		1	2	2	2	2													845.171484292486
304943800	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	1	1		1	1	2	2	2													894.664909881091
304943800	209	1	5	2		2		2		2		2		2		2											2											2								1	1	1	1	1	2		2		2																		894.664909881091
304943900	209	1	3	2		2		2		2		2		2		2											2											2								2					2		2		2																		1196.82826531798
304943900	209	1	4	2		2		2		2		2		2		2											2											2								2					2		2		2																		1196.82826531798
304944000	209	1	3	2		2		2		2		2		2		2											2											2								2					2		2		2																		1196.82826531798
304944000	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	1	1	3	2		2																		1196.82826531798
304944100	209	1	7	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	1	2		2		2						1	2	1	2	2	2	1	2	1	2	2	1	1127.00015935291
304944200	209	1	3	2		2		2		2		2		2		2											2											2								2					2		1	2		1	1	2	2	2													1117.48659884409
304944200	209	1	4	2		2		2		2		2		2		2											2											2								2					2		2		2																		1117.48659884409
304944600	209	1	3	2		1	5	1	5	1	5	2		2		2											2											2								1	2	1	1	1	1	3	2		1																		1025.01180373446
304945200	209	1	3	1	3	1	3	2		2		2		2		2											2											1	1	1	2	2	2	2	2	1	1	2	1	2	1	3	1	1		1	1	2	2	2	1	2	1	2	2	2	1	2	1	2	1	1	1112.5394045569
304945400	209	1	6	2		2		2		1	4	2		2		2											2											1	1	1	2	2	2	2	2	1	2	2	1	2	2		1	3		1	1	2	2	2	2	2	2	2	1	2	1	2	1	1	1	1	1039.47255853047
304945700	209	1	3	1	3	2		2		2		2		2		2											2											2								1	2	2	1	2	1	5	1	1		1	1	2	2	2													813.250053016014
304945900	209	1	5	2		2		2		2		1	3	2		2											2											2								1	1	2	1	2	2		1	1		1	1	2	2	2													1168.48077665331
304945900	209	1	6	2		2		2		2		2		2		2											2											2								1	2	2	1	2	1	4	1	1		1	1	2	2	2													1168.48077665331
304946200	209	1	4	2		2		2		2		2		2		2											2											2								1	2	2	1	2	1	3	99																				1263.8058557134
304946400	209	1	3	2		2		2		2		2		2		2											1	1	1	2	2	1	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	2		1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	1257.60490707894
304946400	209	1	4	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	1	1	1	1	1	1	3	1	2		1	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	1257.60490707894
304946700	209	1	6	2		2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	1	4	1	1	1	1	3	1	1		1	1	2	2	2	3	2	1	2	2	2	1	2	1	2	2	1	435.279374717588
304946700	209	1	7	2		2		2		2		1	5	1	5	1	2	1	1	2	1	2	2	1	2	2	1	2	1	1	2	1	2	2	1	2	2	1	2	2	2	2	2	2	1	1	2	2	1	2	2		1	6		1	2	2	2	2	2	2	1	2	2	2	1	2	1	1	1	2	435.279374717588
304946700	209	1	8	2		2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	2	2								1	2	1	1	1	1	1	2		3																		435.279374717588
304947100	209	1	4	1	1	2		2		2		2		2		2											1	2	2	2	2	1	2	2	1	2	1	1	2	2	2	2	2	1	2	1	2	1	1	2	1	1	1	2		1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	845.902462650764
304948000	209	1	3	1	2	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	1	2	1	3	1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	2	2	2	1	594.577369910343
304948000	209	1	4	1	2	2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	1	3		1	1	2	2	2													594.577369910343
304948000	209	1	5	1	3	2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	1	3		1	1	2	2	2													594.577369910343
304948200	209	1	3	1	2	2		2		2		2		2		2											2											2								1	2	2	1	2	2		1	3		1	1	2	2	2													497.024962333028
304948600	209	1	3	1	2	2		2		2		2		2		1	2	2	1	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	1	3	1	2		1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	499.041263868544
304948900	209	1	4	1	3	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	2					1	2	1	3		1	2	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	521.221622303438
304949200	209	2	3	1	2	1	2	2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	2											2								1	2	1	1	2	1	3	1	3		1	1	2	2	2													742.993629297297
304949300	209	1	3	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	2		1																		663.363303455925
304949400	209	2	2	1	3	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	1	2											1	2	2	2	2	1	2	2	1	1	1	1	2	1	3	1	3		1	1	2	2	2	2	2	2	2	1	2	1	1	2	1	1	2	600.723617467655
304949400	209	2	3	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	2		1																		600.723617467655
304949500	209	1	3	1	2	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	2											1	2	2	2	2	2	2	2	1	1	1	1	2	1	3	1	3		1	1	2	2	2	3	1	2	2	1	2	1	2	2	1	1	2	684.34065513028
304950400	209	1	4	1	1	1	2	1	2	2		2		2		2											2											2								2					2		1	1		1	2	2	2	2													570.547417134293
304950400	209	1	7	1	2	1	5	1	5	1	5	2		1	5	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	2					1	5	2		2						3	2	2	2	1	2	1	2	2	2	2	1	570.547417134293
304950800	209	1	3	1	2	1	5	1	5	2		2		2		1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2								1	3	2	1	2	1	5	1	3		1	1	2	2	2													684.34065513028
304953600	209	1	3	1	4	1	4	2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	3	2	1	2	1	5	99																				666.564120850883
304954400	209	1	4	1	1	1	1	2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	2											2								1	2	2	1	2	1	5	1	1		1	1	2	2	2													519.917388062799
304954500	209	1	3	1	4	1	3	2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	3	2	1	2	1	2	2		99																		738.677617327536
304955200	209	1	3	1	3	1	2	1	5	2		2		2		2											1	2	2	1	2	2	1	1	1	2	2	2								1	3	2	1	2	1	5	1	3		1	1	2	2	2													1779.28358003299
304955300	209	1	3	1	2	1	2	2		2		2		2		2											1	2	2	1	2	2	2	2	1	2	2	2								1	3	2	1	2	1	3	1	3		1	1	1	2	2													478.02299776167
304955300	209	1	4	1	2	1	3	2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	3	2	1	2	1	5	1	3		1	1	2	2	2													478.02299776167
304955300	209	1	5	1	3	1	2	2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	2	2	1	2	1	5	99																				478.02299776167
304955300	209	1	6	1	4	1	3	2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	3	2	1	2	1	5	99																				478.02299776167
304955500	209	1	3	2		1	5	2		1	5	2		2		2											1	2	2	2	2	2	2	1	2	2	2	2								2					1	3	1	4		1	1	2	2	2													889.641790016495
304955700	209	1	2	2		1	2	2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2								1	3	2	1	2	1	3	1	2		1	1	2	2	2													811.597491726615
304955800	209	1	3	2		2		2		2		2		2		2											1	2	2	2	2	2	2	1	1	2	2	2								1	3	2	1	2	1	2	1	1		1	1	2	2	2													857.583555763495
304955800	209	1	4	2		2		2		2		2		2		2											1	2	2	2	2	2	2	1	1	2	2	2								1	3	2	1	2	1	3	1	3		1	1	2	2	2													857.583555763495
304956300	209	1	4	1	3	1	4	2		2		2		2		1	2	2	2	2	1	2	2	1	2	2	2											1	2	2	2	2	2	1	2	1	2	1	1	2	1	3	2		3						4	2	2	2	1	2	2	2	2	2	2	1	995.818981090998
304956400	209	1	4	1	2	1	4	2		2		2		2		1	2	2	2	2	1	2	2	2	2	2	2											1	2	2	2	2	2	1	2	1	3	1	1	2	1	3	1	3		1	2	1	2	2	3	2	2	2	1	2	1	2	1	1	2	1	1023.95187387562
304957100	209	1	3	1	3	1	3	2		2		2		2		1	2	2	2	2	1	2	2	2	2	2	2											1	2	2	2	2	2	1	2	1	1	2	1	2	2		1	3		2	1	1	2	2	4	1	2	2	2	2	1	2	2	2	2	2	889.641790016495
304957300	209	1	2	2		1	3	2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	2	1	2	1	2	1	2		1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	660.633319037656
304958200	209	1	3	1	4	1	3	2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	1	1	2	1	3	2		2						2	2	2	2	1	2	2	2	2	2	2	1	712.993750372001
304958200	209	1	4	1	4	1	1	2		2		2		2		1	2	2	2	2	1	2	2	2	2	2	2											2								1	1	1	1	2	1	5	1	2		1	1	2	2	2													712.993750372001
304958200	209	1	5	1	3	1	2	2		2		2		2		2											2											2								1	2	1	2	2	1	3	2		99																		712.993750372001
304958400	209	1	3	1	3	1	2	2		2		2		2		1	2	2	1	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	1	2	2								1	1	1	1	2	1	5	2		99																		889.641790016495
304958900	209	1	2	2		2		2		2		2		1	3	2											2											2								2					1	3	1	3		1	2	2	2	2													811.597491726615
304959300	209	1	4	2		2		2		1	5	2		2		2											2											2								2					1	2	2		1																		922.092122701994
304959600	209	1	2	1	4	1	3	2		2		2		2		2											1	2	2	1	2	2	2	2	1	2	2	2								1	1	2	1	2	1	3	1	3		1	1	2	2	2													783.464598941992
304959700	209	1	3	2		2		2		2		2		1	5	2											2											2								2					1	3	2		1																		889.641790016495
304959900	209	1	3	1	4	1	4	2		2		2		2		2											2											2								1	3	2	1	2	1	1	2		1																		543.732840946547
304960100	209	1	4	2		2		2		2		2		2		1	2	2	2	2	1	2	2	2	2	2	2											2								1	2	1	1	2	1	1	2		99																		771.127950013034
304960400	209	1	3	1	3	1	2	1	4	2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	3	2	1	2	2		2		1																		1658.90132595774
304960400	209	1	4	1	3	1	3	2		2		2		2		2											2											1	1	1	1	1	1	2	2	1	3	1	1	2	2		2		2						3	2	2	1	1	2	1	1	2	2	2	2	1658.90132595774
304960600	209	1	2	2		2		2		2		2		2		2											1	2	2	2	2	1	2	1	2	2	2	2								1	3	2	1	2	1	3	2		2																		811.597491726615
304960800	209	1	4	2		2		2		2		2		2		2											2											2								2					1	2	2		2																		658.544911822801
304961400	209	1	5	2		2		2		2		2		2		2											2											2								2					1	3	1	6		2	1	2	2	2													790.785089381476
304961400	209	1	8	2		2		2		2		2		2		2											2											2								2					1	5	1	2		1	1	2	2	2													790.785089381476
304961700	209	1	7	1	1	2		2		2		2		2		2											2											2								2					1	1	1	3		1	2	2	2	2													1175.63979851984
304961700	209	1	8	2		2		2		2		2		1	2	2											2											1	1	2	2	2	2	1	2	1	2	2	1	2	1	3	1	3		1	1	2	2	2	3	2	2	2	1	2	2	2	1	2	2	1	1175.63979851984
304961900	209	1	2	1	4	2		1	5	1	5	2		2		1	2	2	2	2	1	1	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2								1	4	1	1	2	1	1	2		2																		1291.7636833212
304962400	209	1	2	1	3	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	3	2	1	2	1	4	1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	2	2	2	1	1360.34174631327
304962400	209	1	3	1	3	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	1	1	2	1	4	99								3	2	2	2	1	2	2	2	2	2	2	1	1360.34174631327
304962500	209	1	4	1	4	2		2		2		2		2		2											2											1	2	2	2	2	2	2	1	1	2	1	1	2	1	2	1	2		1	1	2	2	2	3	2	2	2	1	2	2	2	2	2	2	1	1517.58513389747
304962900	209	1	3	1	2	2		2		2		2		2		1	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	3	1	1	2	1	3	1	2		1	2	1	2	2	2	2	2	2	1	2	1	2	2	2	1	1	1403.88514226343
304962900	209	1	4	1	2	2		2		2		2		2		1	2	2	2	2	2	2	2	1	2	2	2											1	1	2	2	2	2	2	1	1	2	1	1	2	1	3	1	3		1	2	2	2	2	3	2	2	2	1	2	1	2	2	2	2	1	1403.88514226343
304964000	209	1	3	1	2	2		2		2		2		1	5	2											1	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	1	1	3	1	1	1	2		1	2		1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1459.86107994464
304964100	209	1	4	1	2	2		2		2		2		2		1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2								1	3	1	1	2	1	1	1	1		1	1	2	2	2													1068.56079078429
304964200	209	1	4	1	3	2		2		2		2		2		2											2											2								1	3	1	1	2	1	1	1	3		1	1	2	2	2													1108.8371494933
304964600	209	1	6	2		2		2		2		2		2		2											2											1	1	1	2	2	2	2	2	1	1	1	1	2	2		1	2		1	1	2	2	2	2	2	1	2	2	2	1	1	1	2	2	1	1135.01445871683
304968200	209	1	3	1	3	1	3	2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2					1	3	1	1		1	1	2	2	2	1	1	1	2	1	2	2	2	1	2	2	1	1270.96349250611
304968200	209	1	4	2		2		2		2		2		2		2											2											2								2					1	3	99																				1270.96349250611
304968900	209	1	3	1	1	1	5	1	5	1	5	1	5	1	5	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	2	1	2	1	2		1	1	2	2	2	1	2	1	2	2	2	1	1	1	1	1	1	1501.45032422111
304969000	209	1	3	2		2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	2	1	2	1	3	2		2						2	2	2	2	1	2	1	2	1	1	1	1	2060.25542538228
304969400	209	1	6	2		2		2		2		2		2		2											2											2								2					2		2		1																		3636.17507734715
304969600	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	1	1	1	1	2					1	3	1	2		1	1	2	2	2	1	2	1	2	2	2	1	1	2	1	1	2	1566.99138455328
304969600	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					1	3	2		1						4	2	1	2	2	2	2	2	2	2	2	1	1566.99138455328
304969900	209	2	5	2		1	5	2		2		2		2		2											2											2								1	1	1	1	1	1	5	2		5																		696.777012428969
