Directorio	Nro_encuesta	Hogarnmero	P5000	P5010	P5090	P201s1	P201s2	P201s3	P201s4	P201s5	P201s6	P201s7	P201s8	P201s9	P201s10	P201s11	P201s12	P201s13	P201s14	P201s15	P201s16	P201s17	P201s18	P201s19	P201s20	P201s21	P201s22	P201s23	P201s24	P201s25	P201s26	P201s27	P5220	P5220s1	P229s1	P229s2	P229s3	P229s4	P230	P231s1	P231s1a1	P231s2	P231s2a1	Fex_c
304816500	208	1	2	1	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1					7	0		0		176.089654622127
304816600	208	1	4	3	3	2	2	1	1	2	2	1	2	2	2	1	1	2	1	2	2	2	2	2	1	2	2	1	1	1	2	2	1	4						0		0		133.738352358975
304816700	208	1	2	1	3	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1						0		0		176.908761233277
304816800	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1	2	7	7	1		0		0		157.493631695674
304817000	208	1	3	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	3	1		3	0	0		157.493631695674
304817100	208	1	4	3	3	2	2	1	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	1	3	2	7	7	2		0		0		113.117157466454
304817200	208	1	4	2	3	2	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	7	7	7	2	7	20	20	0		206.239614099145
304817300	208	1	3	2	3	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1					7	0		0		176.550545507299
304817400	208	1	4	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		117.457307265549
304817500	208	1	3	2	3	2	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	2						0		0		157.493631695674
304817600	208	1	3	2	3	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1					4	30	30	0		191.164634360636
304817700	208	1	3	2	3	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	1						6	0	0		176.908761233277
304817800	208	1	2	1	1	2	2	1	2	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						1	0	0		143.050229020151
304817900	208	1	4	3	4	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	3					7	0		0		199.874292333983
304818000	208	1	6	3	1	2	2	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	1	1	3						3	1	0		108.77700766736
304818000	208	2	1	1	3	2	2	1	2	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1						10	0	0		108.77700766736
304818000	208	3	1	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1						5	0	0		108.77700766736
304818200	208	1	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1						0		0		127.975249281642
304818300	208	1	4	1	1	2	2	1	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1						6	0	0		142.418651957165
304818400	208	1	4	1	1	2	2	1	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						3	0	0		117.457307265549
304818600	208	1	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						1	0	0		142.418651957165
304818700	208	1	3	2	3	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2					7	20	15	0		225.29652791077
304818800	208	1	2	1	3	2	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	2	7	2	1		0		0		113.117157466454
304818800	208	2	2	1	3	2	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	1	1	1	1	2	2	1	2						1	0	0		113.117157466454
304818900	208	1	4	3	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	1	3	2	1	2	1	2	20	15	0		171.749504823033
304819000	208	1	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		103.013904590027
304819100	208	1	4	3	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3						5	0	0		133.163864067044
304819200	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	1	2						3	2	0		157.493631695674
304819400	208	1	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	2	3	1		5	0	0		157.493631695674
304819500	208	1	4	3	1	2	2	1	1	1	2	1	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	3					7	10	5	0		166.664180554192
304819600	208	1	4	3	1	2	2	1	2	1	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	1	3						5	2	0		98.0421777279456
304819700	208	1	4	3	1	2	2	1	1	1	2	2	2	1	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	5	2	2	1	1		15	2	0		93.702027928851
304819800	208	1	1	1	3	2	2	1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1						3	2	0		176.908761233277
304819900	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	3	4	3	1		0		0		142.418651957165
304820000	208	1	1	1	3	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2					3	3	2	0		191.164634360636
304820100	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1						2	0	0		136.872436803153
304820200	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1						0		0		136.872436803153
304820300	208	1	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1						1	1	0		136.872436803153
304820400	208	1	3	2	3	2	2	1	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3	1	1	2	1		15	12	0		138.07850215807
304820500	208	1	3	2	3	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	3	2	4	4	2	2	10	5	0		172.210395708204
304820600	208	1	3	2	3	2	2	1	2	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	3	4	7	2	2	20	20	0		171.749504823033
304820700	208	1	3	2	1	2	2	1	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	3						10	8	0		168.228461635088
304820800	208	1	4	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	3	7	7	7	2		10	5	0		153.153481896579
304820900	208	1	4	3	3	2	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	3						20	20	0		183.303441373597
304821000	208	1	4	3	3	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2	1	3						8	8	0		108.77700766736
304821100	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	7	7	7	3		5	5	0		157.493631695674
304821200	208	1	4	2	3	1	2	1	1	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	1	2	1	1	1	2	2	2	1	3						3	0	0		83.5987750524231
304821300	208	1	1	1	3	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2							0		0		142.418651957165
304821400	208	1	5	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2						0		0		158.12520875866
304821500	208	1	3	1	3	2	2	1	1	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	7	7	7	3		5	0	0		157.493631695674
304821600	208	1	4	2	1	2	2	1	1	1	2	1	2	2	2	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	7	7	7	2	3	15	15	0		191.164634360636
304821700	208	1	4	2	3	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	2					2	15	15	500	15	191.625525245807
304821800	208	1	4	2	3	2	2	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	6	7	7	1		10	10	0		157.493631695674
304821900	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		176.908761233277
304822000	208	1	2	1	3	2	2	1	1	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	7	7	7	1		0		0		157.493631695674
304822100	208	1	4	2	1	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	2						0		0		173.200188497169
304822200	208	1	4	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		136.872436803153
304822400	208	1	3	1	4	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	7	7	1	7	0		0		191.164634360636
304822500	208	1	1	1	3	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2					7	5	0	0		191.625525245807
304822600	208	1	4	3	3	2	2	1	1	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	3	2	2	2	1		2	0	0		172.568611434182
304822700	208	1	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3	7	7	7	7	7	5	2	0		167.870245909109
304822800	208	1	3	2	1	2	2	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	4						20	20	0		133.738352358975
304822900	208	1	2	1	3	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2					7	0		0		205.881398373166
304823000	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						4	4	0		142.418651957165
304823100	208	1	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						3	0	0		157.493631695674
304823200	208	1	2	1	3	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						2	0	0		123.003522419561
304823300	208	1	4	3	1	2	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2					7	0		0		157.766993032682
304823400	208	1	6	4	1	2	2	1	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	4	7	7	7	7	7	1	0	0		176.938119608435
304823500	208	1	3	1	3	2	2	1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						4	0	0		176.908761233277
304823600	208	1	5	1	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		142.418651957165
304823700	208	1	6	1	3	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	1	1	1	2	2	1	2						2	0	0		157.493631695674
304823800	208	1	3	1	3	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	2						1	0	0		157.493631695674
304823900	208	1	4	3	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	4						20	10	0		1325.57865276565
304824100	208	1	6	1	1	2	1	1	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	2	1	1					2	25	5	0		1173.20143249453
304824200	208	1	3	2	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	3					7	30	30	0		1144.48176010326
304824300	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						10	5	0		1196.44869731041
304824400	208	1	3	2	1	2	2	1	2	1	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	1	1	2	2	1	3	7	2	7	2		50	30	0		1233.27508026585
304824500	208	1	3	2	1	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	1	2	1	2						20	10	0		1196.17031580408
304824700	208	1	4	2	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	3						50	30	1	1	2326.79495403187
304824800	208	1	4	2	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	7	1		70	55	20	20	2551.72965037572
304824900	208	1	3	1	3	2	2	1	1	2	2	1	2	2	2	1	1	2	1	2	2	1	2	2	1	2	2	2	1	1	2	2	1	2						3	0	0		2551.72965037572
304825000	208	1	4	2	1	1	2	1	2	2	1	2	2	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1						40	30	0		2017.98835312467
304825100	208	1	4	3	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1					7	20	10	2	0	2694.08417983192
304825200	208	1	5	2	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2					3	40	20	0		3317.68221748774
304825300	208	1	4	2	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	1	3	1	1		10	10	0		1223.18911919519
304825400	208	1	3	2	3	2	2	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2					7	20	20	0		1153.02951035321
304825500	208	1	4	2	3	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	2	1	7	3	1	7	50	45	0		1154.56772117393
304825700	208	1	6	3	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	1	7	7	1		10	8	0		1196.17031580408
304825800	208	1	3	2	3	2	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2					7	12	8	0		1154.56772117393
304825900	208	1	4	2	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	1					4	10	10	0		1014.08584531052
304826000	208	1	4	3	3	1	2	1	2	1	1	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	2						100	50	0		1787.43147898091
304826100	208	1	5	2	1	1	2	1	2	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1						50	0	0		2017.98835312467
304826200	208	1	4	3	3	2	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	3					1	20	20	0		4068.70887739285
304826300	208	1	4	2	1	1	2	1	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2						20	0	0		1793.05365678082
304826400	208	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		1417.54032682827
304826500	208	1	3	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	7	7	7	7		5	2	0		2551.72965037572
304826600	208	1	3	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2		7	7	7	7		0		0		1787.43147898091
304826700	208	1	3	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2							1	0	0		2551.72965037572
304826800	208	1	6	5	1	1	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	3						4	3	0		1203.38659728346
304826900	208	1	3	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		2702.30828398442
304827000	208	1	3	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2					7	0		0		2924.64105397569
304827100	208	1	3	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2		7	2	2	1		2	0	0		2551.72965037572
304827200	208	1	4	3	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	2	2	1	2	2	7	2	7		0		0		1951.28162407931
304827300	208	1	3	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	2	1	2	2	2	2	1	2	1	1	1	1	1	2	1	2						0		0		1951.28162407931
304827400	208	1	4	3	2	2	1	1	2	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	1	2					7	10	10	0		1153.02951035321
304827600	208	1	5	3	1	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	2	2	7	2	2	40	35	0		1092.82471898094
304827700	208	1	3	2	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2					3	4	4	0		1153.02951035321
304827800	208	1	4	2	1	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						2	0	0		1134.70569511743
304827900	208	1	2	1	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2					3	10	9	0		1163.11547142387
304828000	208	1	3	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	4						5	5	0		1270.37984472762
304828100	208	1	5	5	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	1	2	2	1	5	2	1	1	2	2	10	7	0		3752.55158491412
304828200	208	1	3	2	1	2	2	1	1	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	1	1	2	1	1	1	2	2	1	1						20	10	0		2551.72965037572
304828300	208	1	4	1	1	2	2	1	1	1	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	1	1	1	2	2	1	1						50	10	0		2782.28652451948
304828500	208	1	5	3	1	2	1	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	2	2	1	2	15	10	0		1227.51742078308
304828600	208	1	2	1	3	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1						5	0	0		1206.25627687474
304828700	208	1	2	1	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1					1	10	8	0		1117.46295671216
304828800	208	1	3	1	3	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2					2	30	4	0		1154.56772117393
304828900	208	1	1	1	3	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1					3	20	10	0		1121.51287679372
304829000	208	1	4	2	3	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	2	7	1		30	10	0		1223.46750070152
304829100	208	1	3	2	3	1	2	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	4						14	0	2	2	3302.75631028082
304829200	208	1	2	2	1	1	2	1	1	2	2	1	2	2	2	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	3	1	7	7	1	5	15	12	0		3462.63867329653
304829300	208	1	3	2	3	2	2	1	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	2						50	20	0		2299.41570923929
304829400	208	1	4	1	1	1	2	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1						10	0	0		1941.10684556705
304829500	208	1	4	1	3	2	2	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	2						50	25	0		3015.68049589857
304829600	208	1	5	3	1	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	4						10	2	0		1902.84673924541
304829700	208	1	3	2	3	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	2	4	7	7	2	7	3	3	0		3808.90254062619
304829800	208	1	5	3	1	1	2	1	2	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2					7	6	5	0		3387.42361061962
304829900	208	1	3	2	1	1	2	1	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	3	7	7	7	7		15	8	0		1203.38659728346
304830000	208	1	4	3	1	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2						10	0	0		1568.11896043698
304830100	208	1	4	3	3	2	2	1	1	1	2	1	2	1	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	4					7	50	40	0		1144.48176010326
304830200	208	1	4	2	1	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	1	1	2	1	1						30	30	0		1107.40851021999
304830300	208	1	12	2	1	2	1	1	2	2	1	2	2	1	2	2	1	2	2	2	1	2	2	1	1	1	1	1	1	1	2	2	1	1						100	50	0		1144.51327468176
304830400	208	1	3	2	1	2	2	1	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1					4	30	20	0		1107.3769956415
304830500	208	1	1	1	3	2	2	1	2	2	1	2	2	1	1	2	1	1	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2	6	7	7	1	7	8	8	0		1163.11547142387
304830700	208	1	5	3	1	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	2						20	20	0		1124.61973404676
304830800	208	1	2	1	1	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2							30	6	0		1107.40851021999
304830900	208	1	2	1	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1	2	2	2	2	1	2	2	1	2						50	50	0		1138.89362920099
304831000	208	1	5	3	1	2	2	1	1	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	2	1	4	1	2	50	40	3	0	1121.51287679372
304831100	208	1	2	1	3	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						4	4	0		1196.17031580408
304831300	208	1	2	2	3	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	2	2	1	3	20	20	0		1163.11547142387
304831400	208	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2						1	0	0		1134.70569511743
304831500	208	1	3	3	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3						30	20	0		1181.61803914353
304831600	208	1	3	2	1	2	2	1	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	2	2	1	2						5	2	0		1196.17031580408
304831700	208	1	2	1	1	2	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1						25	15	0		1206.25627687474
304831800	208	1	4	3	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	2	1	2						50	45	0		1190.62424479182
304833600	208	1	3	2	3	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3	7	7	7	2		0		0		91.926920516316
304834200	208	1	4	3	1	2	1	1	2	1	1	1	2	2	1	1	1	2	2	2	1	1	2	2	1	1	1	1	1	1	2	2	1	4						25	15	1	0	499.049918169048
304834300	208	1	4	3	1	1	2	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	2						0		0		499.049918169048
304834400	208	1	6	4	3	2	2	1	1	2	1	1	2	2	2	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	4	1	3	3	1	2	2	0	0		834.017414547573
304834500	208	1	5	2	1	1	2	1	1	1	2	2	2	2	2	1	1	2	1	1	2	2	2	1	1	2	2	1	1	1	1	1	1	2						3	0	0		524.32129317847
304834600	208	1	6	4	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2						400	400	0		458.102812457601
304834700	208	1	5	3	1	2	2	1	1	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	1	1	4	2	5	2	2	0		0		879.762342412718
304834800	208	1	3	1	3	2	2	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	2	7	2	1		0		0		590.539773899339
304835000	208	1	3	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	2	3	3	2	3	1	0	0		925.507270277864
304835100	208	1	7	4	1	1	2	1	1	1	1	1	2	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	5	1	2	2	7	2	1	0	0		740.774379522854
304835200	208	1	5	2	1	2	2	1	2	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2					1	5	3	0		704.365354389583
